C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4=C3CCC21CC,
C#CC1(OC(C)=O)C=CC2C3CCC4=CC(=NO)CCC4C3CCC21CC,
C#CC1(OC(C)=O)CCC2C3=CCC4=CC(=NO)CCC4C3CCC21CC,
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3=CCC21CC,
C#CC1(OC(C)=O)CC=C2C3CCC4=CC(=NO)CCC4C3CCC21CC,
C#CC1(OC(C)=O)CCC2C3=C(CCC21CC)C1CCC(=NO)C=C1CC3,
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3C=CC21CC,
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3C(O)CC21CC,
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CC(O)C21CC,
C#CC1(OC(C)=O)CCC2=C3CCC4=CC(=NO)CCC4C3CCC21CC,
C#CC1(OC(C)=O)CCC2(O)C3CCC4=CC(=NO)CCC4C3CCC12CC,
C#CC1(OC(C)=O)CCC2C3(O)CCC4=CC(=NO)CCC4C3CCC21CC,
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
C=CCC1(CC(C)(C)O)C(=O)NC(=O)NC1=O,
C=CCC1(CC(C)C(=O)O)C(=O)NC(=O)NC1=O,
C=CCC1(CC(C)CO)C(=O)NC(=O)NC1=O,
CC(C)CC1(CC2CO2)C(=O)NC(=O)NC1=O,
CC(C)CC1(CC(O)CO)C(=O)NC(=O)NC1=O,
C=CC(O)C1(CC(C)C)C(=O)NC(=O)NC1=O,
C=CCC1(CC(C)C)C(=O)NC(=O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,
C=CCC(CC(C)C)(C(=O)O)C(=O)NC(N)=O,
C=CCC(CC(C)C)(C(N)=O)C(=O)NC(=O)O,
C=CCC1(CC(C)C)C(=O)NC(=O)N(O)C1=O,
C=CCC1(C(O)C(C)C)C(=O)NC(=O)NC1=O,
C=CCC1(CC(=C)C)C(=O)NC(=O)NC1=O,
CC(C)CC1(C=CCO)C(=O)NC(=O)NC1=O,
C=C=CC1(CC(C)C)C(=O)NC(=O)NC1=O,
C=CCC1(C=C(C)C)C(=O)NC(=O)NC1=O,
C=CCC(CC(C)C)(C(N)=O)C(=O)NC=O,
CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1
CC(=O)Nc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,
CC(=O)Nc1ccc(OS(=O)(=O)O)cc1,
CC(=O)N=C1C=CC(=O)C=C1,
CC(=O)Nc1ccc(O)c(O)c1,
CC(=O)Nc1ccc(O)cc1O,
Nc1ccc(O)cc1,
CC(=O)N(O)c1ccc(O)cc1,
O=C(O)C(=O)Nc1ccc(O)cc1,
O=C(CO)Nc1ccc(O)cc1,
COc1ccc(NC(C)=O)cc1,
O=C1C=CC(=O)C=C1,
CC(N)=O,
CC(=O)N(c1ccc(O)cc1)C1OC(C(=O)O)C(O)C(O)C1O,
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(CC2CCCC2=O)cc1,
CC(C(=O)O)c1ccc(CC2CCC(O)C2=O)cc1,
CC(C(=O)O)c1ccc(C=C2CCCC2=O)cc1,
CC(C(=O)O)c1ccc(CC2CCCC2O)cc1,
CC(C(=O)O)c1ccc(CC2(O)CCCC2=O)cc1,
CCc1ccc(CC2CCCC2=O)cc1,
C=C(C(=O)O)c1ccc(CC2CCCC2=O)cc1,
CC(O)(C(=O)O)c1ccc(CC2CCCC2=O)cc1,
O=C1CCCC1Cc1ccc(C(C(=O)O)C(=O)O)cc1,
O=C1CCCC1Cc1ccc(C(CO)C(=O)O)cc1,
CC(C(=O)NCC(=O)O)c1ccc(CC2CCCC2=O)cc1,
CC(C(=O)O)c1ccc(C=CCCCC=O)cc1,
CC(C(=O)O)c1ccc(CC=CCCC=O)cc1,
C=CCC(C=O)Cc1ccc(C(C)C(=O)O)cc1,
CC(C(=O)O)c1ccc(CC2CC(O)CC2=O)cc1,
CC(C(=O)O)c1ccc(C(O)C2CCCC2=O)cc1,
O=CO,
C=Cc1ccc(CC2CCCC2=O)cc1,
CC(C(=O)O)c1ccc(CC2C(=O)CCC2O)cc1,
CC(C(=O)O)c1ccc(CC2CCCC2=O)c(O)c1,
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1O,
CC(C(=O)O)c1ccc(CC2CC=CC2=O)cc1,
CC(C(=O)O)c1ccc(CC2=CCCC2=O)cc1,
CC(C(=O)O)c1ccc(CC2C=CCC2=O)cc1,
CC(C)(N)Cc1ccccc1,CC(C)(N)Cc1ccccc1
CC(=O)NC(C)(C)Cc1ccccc1,
CC(C)(Cc1ccccc1)NO,
COc1cc(CC(C)(C)N)ccc1O,
CC(C)(N)Cc1cccc(O)c1,
CC(C)(N)Cc1ccc(O)cc1,
CC(C)(Cc1ccccc1)NC1OC(C(=O)O)C(O)C(O)C1O,
CC(C)(N)C(O)c1ccccc1,
CC(N)(CO)Cc1ccccc1,
CC(N)(Cc1ccccc1)C(=O)O,
CC(C)(N)Cc1ccccc1O,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CC(C)(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(OS(=O)(=O)O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1cc(O)ccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccc(O)cc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(O)(C(=O)O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
C=C(C)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(O)(CO)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(=O)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1)S(=O)CC1(CC(=O)O)CC1,
CC(C)(O)c1ccccc1CCC(S)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
O=CC1(CC(=O)O)CC1,
O=C(O)CC1(CS)CC1,
CC(C)(O)c1ccccc1C(O)CC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3cc(O)c(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)c(O)c3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(C(O)C(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)NCC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C2OC2c2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1C=CC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3c(O)cc(Cl)cc3n2)c1,
CC(C)(O)c1cccc(O)c1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1O,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cc(O)cc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cc(C=Cc2ccc3ccc(Cl)cc3n2)ccc1O,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3[n+]2[O-])c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2nc3cc(Cl)ccc3cc2O)c1,
CC(C)(O)c1ccccc1CCC(SC(O)C1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1O)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3[n+]2C2OC(C(=O)O)C(O)C(O)C2O)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1ccc(O)c(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(O)(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1c(O)cccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2cc(O)c3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC(=CC(=O)O)CCO)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CC(O)C(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(O)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SC=C(CCO)CC(=O)O)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)C=C1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)(O)c1ccccc1CC=C(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)[N+]2([O-])CCCC2)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCC(O)C2)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)NCCCC=O)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2O)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2=O)cc1,
O=S(=O)(c1ccccc1-c1ccc(CO)cc1)N1CCCC1,
CC(C)CN(O)Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)C=O,
CC(C)CN,
CC(C)CO,
CC(C)C(O)NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
O=Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNC(O)c1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)(O)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1)C(=O)O,
CC(CO)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2C=CCC2)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)[N+]2=CCCC2)cc1,
CC(C)C=[NH+]Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)=CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)C=NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNCc1ccc(-c2cc(O)ccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNCc1ccc(-c2cccc(O)c2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNCc1ccc(-c2ccc(O)cc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CN=Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)C[NH+]=Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
C=C(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNCc1ccc(-c2c(O)cccc2S(=O)(=O)N2CCCC2)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CC=CC2)cc1,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1O,
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)c(O)c1,
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O,
CC(C)NCC(COc1ccc(CC(N)=O)cc1)OS(=O)(=O)O,
CC(C)NCC(O)COc1ccc(CC(=O)O)cc1,
CC(C)NCC(O)COc1ccc(C(O)C(N)=O)cc1,
CC(C)NCC(O)COc1ccc(CC(=O)NO)cc1,
CC(C)NCC(O)COc1ccc(CC(=O)NC2OC(C(=O)O)C(O)C(O)C2O)cc1,
CC(C)N,
CC(C)NC(O)C(O)COc1ccc(CC(N)=O)cc1,
CC(C)N(O)CC(O)COc1ccc(CC(N)=O)cc1,
NC(=O)Cc1ccc(OCC(O)C=O)cc1,
NC(=O)Cc1ccc(OCC(O)CO)cc1,
CC(C)NCC(=O)COc1ccc(CC(N)=O)cc1,
CC(C)NCC(O)(O)COc1ccc(CC(N)=O)cc1,
CC(C)=O,
NCC(O)COc1ccc(CC(N)=O)cc1,
CC(C)(O)NCC(O)COc1ccc(CC(N)=O)cc1,
CC(C)NCC(O)COc1ccc(CC(N)=O)c(O)c1,
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1O,
CC(O)CNC(C)C,
NC(=O)CC1(O)C=CC(=O)C=C1,
CC(C)N=CC(O)COc1ccc(CC(N)=O)cc1,
CC(C)NC=C(O)COc1ccc(CC(N)=O)cc1,
CC(C)[NH+]=CC(O)COc1ccc(CC(N)=O)cc1,
CC(C)NCC(O)=COc1ccc(CC(N)=O)cc1,
CC(C)=[NH+]CC(O)COc1ccc(CC(N)=O)cc1,
CC(C)=NCC(O)COc1ccc(CC(N)=O)cc1,
C=C(C)NCC(O)COc1ccc(CC(N)=O)cc1,
CC(C)NCC(O)CO,
CC(C)NCC(O)C=O,
NC(=O)Cc1ccc(O)cc1,
CC(CO)NCC(O)COc1ccc(CC(N)=O)cc1,
CC(C)NCC(O)C(O)Oc1ccc(CC(N)=O)cc1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(COc1cccc(C(F)(F)F)c1)OC1OC(C(=O)O)C(O)C(O)C1O,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(COc1cccc(C(F)(F)F)c1)OS(=O)(=O)O,
CC(C)(O)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)O,
CC(C)=O,
CC(C)OC(=O)C(O)CCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC=COc1cccc(C(F)(F)F)c1,
Oc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CO,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)C=O,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)C(O)Oc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(=O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(OS(=O)(=O)O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(OS(=O)(=O)O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1ccc(O)c(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1O,
CC(C)OC(=O)CCCC=CCC1C(OC2OC(C(=O)O)C(O)C(O)C2O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cc(O)cc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cc(C(F)(F)F)ccc1O,
CC(C)OC(=O)CCCC=CCC1C(O)CC(OC2OC(C(=O)O)C(O)C(O)C2O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
C=C(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(CO)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC=O,
C=CCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCC(O)C=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC1OC1CC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
O=C1C=CC(=O)C(C(F)(F)F)=C1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)=COc1cccc(C(F)(F)F)c1,
CC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)OC(C)C,
CC(C)OC(=O)CCCC=CCC1C(O)CC(=O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(C=CC(O)COc2cccc(C(F)(F)F)c2)=CCC1O,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1(O)C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C1OC1C(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CC(O)C1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)C(O)C(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=C=C(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C(O)C=C(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1(O)C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(C=CC(O)COc2cccc(C(F)(F)F)c2)C(O)CC1(O)O,
CC(C)OC(=O)CC(O)CC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCC=CC(O)CC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCC=C=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC(O)C=CC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CC=CC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)C=C(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(C=CC(O)COc2cccc(C(F)(F)F)c2)=C(O)CC1O,
CC(C)OC(=O)CCCC=CCC1C(=CC(O)C(O)COc2cccc(C(F)(F)F)c2)C(O)CC1O,
CC(C)OC(=O)CCCC=CCC1C(=C=CC(O)COc2cccc(C(F)(F)F)c2)C(O)CC1O,
CC(C)OC(=O)CCCC=C=CC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)C=CCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1C(O)=CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1=C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(C)OC(=O)CCCC=CCC1=C(C=CC(O)COc2cccc(C(F)(F)F)c2)C(O)CC1O,
CC(C)OC(=O)CCCC=CC=C1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)[O-],
CC(CN1c2ccccc2Sc2ccccc21)N(C)CO,
CNC(C)CN1c2ccccc2Sc2ccccc21,
CNC,
CC(=O)CN1c2ccccc2Sc2ccccc21,
CN(C)C(C)(O)CN1c2ccccc2Sc2ccccc21,
CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C,
CC(CN1c2ccccc2Sc2cccc(O)c21)N(C)C,
CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C,
C=[N+](C)C(C)CN1c2ccccc2Sc2ccccc21,
CC(CN1c2ccccc2Sc2ccccc21)=[N+](C)C,
CC(C=O)N(C)C,
c1ccc2c(c1)Nc1ccccc1S2,
CC(C(O)N1c2ccccc2Sc2ccccc21)N(C)C,
CC(C[N+]1([O-])c2ccccc2Sc2ccccc21)N(C)C,
CC(CO)N(C)C,
CN(C)C(CO)CN1c2ccccc2Sc2ccccc21,
CC(CN1c2ccccc2Sc2c(O)cccc21)N(C)C,
C=C(CN1c2ccccc2Sc2ccccc21)N(C)C,
CC(=CN1c2ccccc2Sc2ccccc21)N(C)C,
CC(CN1c2ccccc2Sc2ccc(O)cc21)N(C)C,
CC(C=[N+]1c2ccccc2Sc2ccccc21)N(C)C,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
